Engine Speed (High Res)(rpm),Throttle Position(%),Manifold Absolute Pressure(kpa),Spark Advance(deg),MAF Airflow(g/s),Left Block Learn Trim,Right Block Learn Trim,Left Integrator Counts,Right Integrator Counts,Left+Right Block Learn Trim,Left+Right Integrator,Left Oxygen Sensor Volts(mv),Right Oxygen Sensor Volts(mv),Closed Loop Enable,Power Enrichment Active,Block Learn Mode Enable,Idle Air Controller Position,Idle Target RPM(rpm),Intake Air Temperature(c),Coolant Temperature(c),Knock Retard(deg),Knock Counts,Vehicle Speed(mph),ECM Input Voltage(v),Fan 1 Enabled,Fan 2 Enabled,Charcoal Canister Purge Enable,Air Pump Enabled,Air Conditioning Enabled,Block Learn Mode Cell,Left Injector Pulsewidth,Right Injector Pulsewidth,Barometric Pressure(kpa),Transmission Selected Gear,Shift Position PARK/NEUTRAL,TCC Enable,EGR Duty Cycle(%)
907,0.0,33.6,22,10.16,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.50,4.47,102,1,ON,OFF,0.0
914,0.0,34.3,22,10.42,128,128,128,128,128,128,453,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.59,4.58,102,1,ON,OFF,0.0
906,0.0,33.6,23,10.27,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.52,4.52,102,1,ON,OFF,0.0
943,0.0,33.6,22,10.36,128,128,128,128,128,128,453,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.33,4.32,102,1,ON,OFF,0.0
919,0.0,33.2,23,10.31,128,128,128,128,128,128,457,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.32,4.35,102,1,ON,OFF,0.0
923,0.0,34.0,21,10.20,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.47,4.47,102,1,ON,OFF,0.0
905,0.0,33.6,23,10.33,128,128,128,128,128,128,453,448,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.44,4.47,102,1,ON,OFF,0.0
918,0.0,33.6,21,10.22,128,128,128,128,128,128,453,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.47,4.44,102,1,ON,OFF,0.0
902,0.0,34.0,24,10.22,128,128,128,128,128,128,448,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.47,4.49,102,1,ON,OFF,0.0
913,0.0,34.0,22,10.14,128,128,128,128,128,128,462,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.49,4.44,102,1,ON,OFF,0.0
897,0.0,34.0,23,9.75,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.39,4.32,102,1,ON,OFF,0.0
916,0.0,34.0,22,10.22,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.35,4.39,102,1,ON,OFF,0.0
916,0.0,33.6,22,10.24,128,128,128,128,128,128,453,462,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.27,4.27,102,1,ON,OFF,0.0
915,0.0,33.6,23,10.05,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.27,4.32,102,1,ON,OFF,0.0
927,0.0,33.6,22,10.51,128,128,128,128,128,128,457,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.24,4.32,102,1,ON,OFF,0.0
912,0.0,33.6,23,10.14,128,128,128,128,128,128,453,444,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.21,4.24,102,1,ON,OFF,0.0
934,0.0,33.2,22,9.88,128,128,128,128,128,128,453,457,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.27,4.30,102,1,ON,OFF,0.0
929,0.0,33.2,22,10.43,128,128,128,128,128,128,453,453,OFF,OFF,OFF,120,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.30,4.29,102,1,ON,OFF,0.0
940,0.0,32.9,22,10.87,128,128,128,128,128,128,453,457,OFF,OFF,OFF,119,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.27,4.23,102,1,ON,OFF,0.0
912,0.0,33.6,23,10.11,128,128,128,128,128,128,453,462,OFF,OFF,OFF,119,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.26,4.27,102,1,ON,OFF,0.0
948,0.0,33.2,22,10.30,128,128,128,128,128,128,453,457,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.23,4.21,102,1,ON,OFF,0.0
932,0.0,32.9,23,10.22,128,128,128,128,128,128,453,457,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.15,4.17,102,1,ON,OFF,0.0
938,0.0,33.2,22,9.89,128,128,128,128,128,128,457,457,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.14,4.09,102,1,ON,OFF,0.0
910,0.0,33.6,23,10.80,128,128,128,128,128,128,457,457,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.18,4.21,102,1,ON,OFF,0.0
924,0.0,33.2,22,10.14,128,128,128,128,128,128,457,462,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.26,4.24,102,1,ON,OFF,0.0
922,0.0,33.6,22,10.22,128,128,128,128,128,128,457,462,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.12,4.14,102,1,ON,OFF,0.0
939,0.0,33.6,22,9.98,128,128,128,128,128,128,457,462,OFF,OFF,OFF,118,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.10,4.07,102,1,ON,OFF,0.0
912,0.0,33.2,24,10.20,128,128,128,128,128,128,457,462,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.12,4.09,102,1,ON,OFF,0.0
933,0.0,33.2,23,10.27,128,128,128,128,128,128,457,462,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.12,4.12,102,1,ON,OFF,0.0
919,0.0,34.0,24,10.50,128,128,128,128,128,128,457,462,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.10,4.14,102,1,ON,OFF,0.0
920,0.0,33.2,22,9.63,128,128,128,128,128,128,462,462,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.09,4.14,102,1,ON,OFF,0.0
917,0.0,34.0,22,10.27,128,128,128,128,128,128,457,466,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.07,4.06,102,1,ON,OFF,0.0
917,0.0,33.2,23,10.01,128,128,128,128,128,128,466,466,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.10,4.10,102,1,ON,OFF,0.0
909,0.0,33.2,23,10.18,128,128,128,128,128,128,462,471,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.12,4.14,102,1,ON,OFF,0.0
904,0.0,34.0,23,10.66,128,128,128,128,128,128,462,471,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.18,4.24,102,1,ON,OFF,0.0
931,0.0,33.6,22,10.34,128,128,128,128,128,128,471,475,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.14,4.17,102,1,ON,OFF,0.0
898,0.0,34.0,23,10.09,128,128,128,128,128,128,466,475,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.12,4.14,102,1,ON,OFF,0.0
934,0.0,33.2,22,10.41,128,128,128,128,128,128,471,480,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.18,4.15,102,1,ON,OFF,0.0
920,0.0,34.0,23,10.18,128,128,128,128,128,128,466,480,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,4.10,4.10,102,1,ON,OFF,0.0
946,0.0,33.2,22,10.18,128,128,128,128,128,128,466,484,OFF,OFF,OFF,117,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.03,4.00,102,1,ON,OFF,0.0
933,0.0,32.9,23,10.09,128,128,128,128,128,128,475,484,OFF,OFF,OFF,116,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.98,4.00,102,1,ON,OFF,0.0
949,0.0,33.2,22,10.28,128,128,128,128,128,128,475,488,OFF,OFF,OFF,115,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.88,3.89,102,1,ON,OFF,0.0
939,0.0,32.9,23,10.09,128,128,128,128,128,128,466,488,OFF,OFF,OFF,114,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.92,3.91,102,1,ON,OFF,0.0
945,0.0,32.9,23,10.32,128,128,128,128,128,128,475,484,OFF,OFF,OFF,113,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.98,3.98,102,1,ON,OFF,0.0
915,0.0,33.6,24,10.27,128,128,128,128,128,128,466,484,OFF,OFF,OFF,113,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.98,4.00,102,1,ON,OFF,0.0
935,0.0,33.2,23,10.11,128,128,128,128,128,128,471,484,OFF,OFF,OFF,113,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.07,4.04,102,1,ON,OFF,0.0
920,0.0,33.2,23,9.94,128,128,128,128,128,128,471,484,OFF,OFF,OFF,112,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.94,3.92,102,1,ON,OFF,0.0
942,0.0,33.2,22,10.54,128,128,128,128,128,128,471,484,OFF,OFF,OFF,111,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.94,3.92,102,1,ON,OFF,0.0
946,0.0,32.5,22,9.70,128,128,128,128,128,128,462,484,OFF,OFF,OFF,111,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.95,3.91,102,1,ON,OFF,0.0
931,0.0,32.9,23,10.23,128,128,128,128,128,128,471,480,OFF,OFF,OFF,111,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.95,3.97,102,1,ON,OFF,0.0
933,0.0,33.2,23,10.27,128,128,128,128,128,128,462,484,OFF,OFF,OFF,110,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.94,3.95,102,1,ON,OFF,0.0
929,0.0,33.2,23,10.31,128,128,128,128,128,128,462,475,OFF,OFF,OFF,109,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.98,3.94,102,1,ON,OFF,0.0
934,0.0,33.2,23,10.41,128,128,128,128,128,128,457,475,OFF,OFF,OFF,109,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,4.03,4.03,102,1,ON,OFF,0.0
940,0.0,33.2,23,10.36,128,128,128,128,128,128,453,471,OFF,OFF,OFF,108,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.91,3.89,102,1,ON,OFF,0.0
937,0.0,32.5,23,10.07,128,128,128,128,128,128,453,475,OFF,OFF,OFF,108,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.85,3.86,102,1,ON,OFF,0.0
927,0.0,32.5,23,10.09,128,128,128,128,128,128,453,471,OFF,OFF,OFF,107,900,92.3,89.6,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.88,3.86,102,1,ON,OFF,0.0
929,0.0,32.9,23,9.87,128,128,128,128,128,128,448,462,OFF,OFF,OFF,107,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.86,3.88,102,1,ON,OFF,0.0
926,0.0,32.9,24,9.58,128,128,128,128,128,128,444,457,OFF,OFF,OFF,107,900,92.3,89.6,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.88,3.86,102,1,ON,OFF,0.0
936,0.0,33.2,23,10.07,128,128,128,128,128,128,440,448,OFF,OFF,OFF,106,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.94,3.92,102,1,ON,OFF,0.0
916,0.0,32.5,24,9.83,128,128,128,128,128,128,444,453,OFF,OFF,OFF,106,900,92.3,90.9,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.80,3.80,102,1,ON,OFF,0.0
922,0.0,33.6,23,9.94,128,128,128,128,128,128,435,448,OFF,OFF,OFF,106,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.80,3.80,102,1,ON,OFF,0.0
919,0.0,32.9,24,10.18,128,128,128,128,128,128,431,444,OFF,OFF,OFF,106,900,92.3,90.9,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.91,3.88,102,1,ON,OFF,0.0
948,0.0,32.9,22,9.73,128,128,128,128,128,128,426,435,OFF,OFF,OFF,105,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.85,3.81,102,1,ON,OFF,0.0
924,0.0,32.5,23,10.16,128,128,128,128,128,128,426,431,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.86,3.77,102,1,ON,OFF,0.0
937,0.0,32.9,23,9.63,128,128,128,128,128,128,422,431,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.80,3.85,102,1,ON,OFF,0.0
906,0.0,32.5,25,10.14,128,128,128,128,128,128,417,426,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.89,3.91,102,1,ON,OFF,0.0
922,0.0,33.6,23,10.09,128,128,128,128,128,128,408,422,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.0,OFF,OFF,OFF,ON,OFF,16,3.92,3.95,102,1,ON,OFF,0.0
906,0.0,32.9,24,9.98,128,128,128,128,128,128,408,417,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.77,3.80,102,1,ON,OFF,0.0
929,0.0,33.2,23,9.94,128,128,128,128,128,128,404,413,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.83,3.85,102,1,ON,OFF,0.0
919,0.0,32.9,23,9.83,128,128,128,128,128,128,404,413,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.85,3.86,102,1,ON,OFF,0.0
927,0.0,33.6,24,9.92,128,128,128,128,128,128,395,404,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.83,3.81,102,1,ON,OFF,0.0
916,0.0,33.2,23,10.01,128,128,128,128,128,128,391,404,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.78,3.80,102,1,ON,OFF,0.0
912,0.0,33.2,24,10.11,128,128,128,128,128,128,391,395,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.85,3.83,102,1,ON,OFF,0.0
926,0.0,32.9,23,10.07,128,128,128,128,128,128,382,395,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.83,3.85,102,1,ON,OFF,0.0
908,0.0,33.2,24,10.51,128,128,128,128,128,128,377,391,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.80,3.86,102,1,ON,OFF,0.0
915,0.0,33.2,23,9.66,128,128,128,128,128,128,373,382,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.75,3.78,102,1,ON,OFF,0.0
893,0.0,33.6,25,10.07,128,128,128,128,128,128,369,377,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.85,3.86,102,1,ON,OFF,0.0
924,0.0,33.6,22,10.18,128,128,128,128,128,128,364,373,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.85,3.86,102,1,ON,OFF,0.0
911,0.0,32.9,24,10.01,128,128,128,128,128,128,355,369,OFF,OFF,OFF,104,900,92.3,90.9,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.83,3.83,102,1,ON,OFF,0.0
934,0.0,33.2,22,10.01,128,128,128,128,128,128,351,364,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.77,3.77,102,1,ON,OFF,0.0
905,0.0,33.2,24,10.01,128,128,128,128,128,128,346,360,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.71,3.75,102,1,ON,OFF,0.0
922,0.0,32.9,23,9.88,128,128,128,128,128,128,342,351,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.77,3.75,102,1,ON,OFF,0.0
918,0.0,32.9,23,9.71,128,128,128,128,128,128,337,351,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.81,3.83,102,1,ON,OFF,0.0
918,0.0,33.2,24,9.56,128,128,128,128,128,128,329,342,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.74,3.75,102,1,ON,OFF,0.0
925,0.0,32.9,23,10.05,128,128,128,128,128,128,324,337,OFF,OFF,OFF,104,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.75,102,1,ON,OFF,0.0
924,0.0,32.9,23,10.20,128,128,128,128,128,128,320,333,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.69,102,1,ON,OFF,0.0
914,0.0,32.9,23,10.14,128,128,128,128,128,128,311,329,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.78,3.78,102,1,ON,OFF,0.0
920,0.0,32.9,23,9.71,128,128,128,128,128,128,306,324,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.78,3.77,102,1,ON,OFF,0.0
918,0.0,33.2,24,9.28,128,128,128,128,128,128,306,320,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.71,3.68,102,1,ON,OFF,0.0
916,0.0,32.9,24,10.20,128,128,128,128,128,128,297,311,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.66,3.69,102,1,ON,OFF,0.0
920,0.0,32.9,23,9.80,128,128,128,128,128,128,293,306,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.72,3.74,102,1,ON,OFF,0.0
910,0.0,33.2,24,9.44,128,128,128,128,128,128,289,302,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.71,3.69,102,1,ON,OFF,0.0
934,0.0,33.2,22,10.34,128,128,128,128,128,128,284,297,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.77,102,1,ON,OFF,0.0
906,0.0,33.2,25,9.88,128,128,128,128,128,128,280,293,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.77,3.77,102,1,ON,OFF,0.0
943,0.0,32.5,23,9.87,128,128,128,128,128,128,275,289,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.77,3.77,102,1,ON,OFF,0.0
907,0.0,33.2,24,10.33,128,128,128,128,128,128,266,284,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.75,3.75,102,1,ON,OFF,0.0
924,0.0,32.9,23,10.45,128,128,128,128,128,128,262,280,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.83,3.85,102,1,ON,OFF,0.0
916,0.0,32.5,24,10.20,128,128,128,128,128,128,262,275,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.77,3.78,102,1,ON,OFF,0.0
940,0.0,32.5,23,10.03,128,128,128,128,128,128,258,271,OFF,OFF,OFF,103,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.72,3.72,102,1,ON,OFF,0.0
922,0.0,33.2,23,10.16,128,128,128,128,128,128,249,266,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.68,3.71,102,1,ON,OFF,0.0
930,0.0,32.5,24,9.90,128,128,128,128,128,128,258,262,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.77,3.78,102,1,ON,OFF,0.0
935,0.0,33.2,23,10.01,128,128,128,128,128,128,240,258,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.78,102,1,ON,OFF,0.0
914,0.0,32.5,24,9.84,128,128,128,128,128,128,240,258,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.69,3.68,102,1,ON,OFF,0.0
915,0.0,33.2,24,9.71,128,128,128,128,128,128,231,253,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.60,3.60,102,1,ON,OFF,0.0
920,0.0,32.5,24,10.18,128,128,128,128,128,128,231,249,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.74,3.78,102,1,ON,OFF,0.0
930,0.0,33.2,23,10.09,128,128,128,128,128,128,222,244,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.71,102,1,ON,OFF,0.0
909,0.0,32.5,23,10.05,128,128,128,128,128,128,222,240,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.66,3.68,102,1,ON,OFF,0.0
917,0.0,32.9,24,9.94,128,128,128,128,128,128,213,235,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.69,3.71,102,1,ON,OFF,0.0
914,0.0,33.2,24,10.01,128,128,128,128,128,128,213,231,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.75,3.75,102,1,ON,OFF,0.0
917,0.0,33.2,25,9.94,128,128,128,128,128,128,209,226,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.74,3.75,102,1,ON,OFF,0.0
918,0.0,32.5,24,10.01,128,128,128,128,128,128,204,226,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.75,3.74,102,1,ON,OFF,0.0
937,0.0,32.9,23,9.91,128,128,128,128,128,128,200,218,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.63,3.62,102,1,ON,OFF,0.0
927,0.0,33.2,23,9.91,128,128,128,128,128,128,200,218,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.66,3.69,102,1,ON,OFF,0.0
916,0.0,32.9,24,9.68,128,128,128,128,128,128,195,213,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.65,3.65,102,1,ON,OFF,0.0
915,0.0,32.5,24,10.05,128,128,128,128,128,128,186,209,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.68,3.69,102,1,ON,OFF,0.0
915,0.0,32.9,24,9.88,128,128,128,128,128,128,186,209,OFF,OFF,OFF,102,900,92.3,92.3,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.72,102,1,ON,OFF,0.0
935,0.0,32.9,23,9.78,128,128,128,128,128,128,182,204,OFF,OFF,OFF,102,900,92.3,93.7,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.69,3.72,102,1,ON,OFF,0.0
929,0.0,32.5,23,10.20,128,128,128,128,128,128,178,200,OFF,OFF,OFF,102,900,92.3,93.7,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.66,3.60,102,1,ON,OFF,0.0
938,0.0,32.9,23,9.84,128,128,128,128,128,128,178,195,OFF,OFF,OFF,101,900,92.3,93.7,0,6448,0,13.2,OFF,OFF,OFF,ON,OFF,16,3.56,3.63,102,1,ON,OFF,0.0
903,0.0,32.5,25,10.11,128,128,128,128,128,128,173,195,OFF,OFF,OFF,101,900,92.3,93.7,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.72,3.72,102,1,ON,OFF,0.0
937,0.0,33.2,23,9.78,128,128,128,128,128,128,169,191,OFF,OFF,OFF,101,900,92.3,93.7,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.68,3.69,102,1,ON,OFF,0.0
905,0.0,32.9,25,9.78,128,128,128,128,128,128,169,186,OFF,OFF,OFF,101,900,92.3,93.7,0,6448,0,13.1,OFF,OFF,OFF,ON,OFF,16,3.68,3.65,102,1,ON,OFF,0.0
